번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호,대출한 횟수
AJ1100084,전자공학전공,20120427,2004,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,32
AJ1103663,기계공학과,20120423,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,10
AJ1101027,기계공학과,20110905,2007,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,20
AJ1101027,기계공학과,20110905,2007,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,20
AJ1103323,정보컴퓨터공학전공,20110614,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,38
AJ1101027,기계공학과,20110920,2007,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,20
AJ1103323,정보컴퓨터공학전공,20110513,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,38
AJ1103323,정보컴퓨터공학전공,20110317,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,38
AJ1103323,정보컴퓨터공학전공,20110327,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,38
AJ1103323,정보컴퓨터공학전공,20110526,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,38
AJ1103323,정보컴퓨터공학전공,20110424,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,38
AJ1101356,전자공학전공,20110302,2007,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,21
AJ1103323,정보컴퓨터공학전공,20110411,2009,(문제해결 학습중심의) 공학도를 위한 매트랩,2009,Moore Holly,생능,620.00151 M822mK유,38
AJ1102744,정보컴퓨터공학전공,20140627,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,11
AJ1104916,전자공학전공,20141005,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,40
AJ1104916,전자공학전공,20141005,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,40
AJ1102744,정보컴퓨터공학전공,20140904,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,11
AJ1110986,스마트콘텐츠전공,20141126,2012,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,27
AJ1105582,미디어학과,20140630,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,18
AJ1106940,스마트콘텐츠전공,20141128,2012,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,27
AJ1101151,정보컴퓨터공학전공,20141010,2007,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,22
AJ1102744,정보컴퓨터공학전공,20140710,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,11
AJ1104916,전자공학전공,20140905,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,40
AJ1101211,정보컴퓨터공학전공,20141111,2007,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,32
AJ1102744,정보컴퓨터공학전공,20140724,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,11
AJ1102744,정보컴퓨터공학전공,20140821,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,11
AJ1102744,정보컴퓨터공학전공,20140807,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,11
AJ1107776,전자공학전공,20140320,2012,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,32
AJ1108809,미디어학과,20140519,2013,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,7
AJ1107007,스마트콘텐츠전공,20140521,2012,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,31
AJ1104825,미디어학과,20140731,2011,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,8
AJ1100982,미디어학과,20150108,2007,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,12
AJ1106486,미디어학과,20141113,2011,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,21
AJ1105448,미디어학과,20140218,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,26
AJ1100982,미디어학과,20140403,2007,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,12
AJ1107847,미디어학과,20130518,2012,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,22
AJ1104630,미디어학과,20130612,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,23
AJ1104744,산업공학전공,20130717,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,39
AJ1104744,산업공학전공,20130704,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,39
AJ1101534,전자공학전공,20130409,2008,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,20
AJ1104630,미디어학과,20130322,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,23
AJ1105279,정보컴퓨터공학전공,20120923,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,34
AJ1107132,신소재공학전공,20120718,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,39
AJ1102635,정보컴퓨터공학전공,20120611,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,10
AJ1101056,정보컴퓨터공학전공,20120511,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,35
AJ1105279,정보컴퓨터공학전공,20120911,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,34
AJ1102635,정보컴퓨터공학전공,20120608,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,10
AJ1102747,정보컴퓨터공학전공,20120702,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,30
AJ1107132,신소재공학전공,20120703,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,39
AJ1102572,정보컴퓨터공학전공,20120523,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,23
AJ1103947,미디어학과,20111217,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,23
AJ1103595,정보컴퓨터공학전공,20110817,2010,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,30
AJ1101969,정보컴퓨터공학전공,20120221,2008,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,38
AJ1102574,정보컴퓨터공학전공,20111009,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,36
AJ1102574,정보컴퓨터공학전공,20110926,2009,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,36
AJ1100575,미디어학과,20110704,2006,(열혈강의(熱血講義)) 자료구조,2010,이상진,프리렉,005.73 이52자,20
AJ1100772,화학전공,20140716,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,34
AJ1101032,경영학전공,20140527,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,25
AJ1103105,응용화학생명공학전공,20140530,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,15
AJ1103105,응용화학생명공학전공,20140513,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,15
AJ1102359,사회학전공,20140319,2008,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,35
AJ1100648,경제학전공,20141110,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,17
AJ1106272,전자공학전공,20140901,2011,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,39
AJ1105556,심리학전공,20140304,2010,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,35
AJ1103197,화학전공,20140630,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,37
AJ1103401,화학전공,20140902,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,3
AJ1101030,경영학전공,20140326,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,21
AJ1101032,경영학전공,20140429,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,25
AJ1108760,금융공학전공,20140513,2013,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,15
AJ1108998,물리학전공,20140424,2013,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,22
AJ1100655,법학전공,20140102,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,36
AJ1106058,전자공학전공,20131204,2011,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,13
AJ1100655,법학전공,20140114,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,36
AJ1108192,경영학전공,20130701,2011,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,31
AJ1108801,건축학과,20130902,2013,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,39
AJ1104233,경영학전공,20130903,2010,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,7
AJ1100099,경영학전공,20130925,2004,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,17
AJ1100099,경영학전공,20131010,2004,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,17
AJ1101078,산업공학전공,20130627,2007,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,8
AJ1102833,경영학전공,20130416,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,17
AJ1102833,경영학전공,20130321,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,17
AJ1107172,산업공학전공,20120803,2012,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,39
AJ1103328,e-비즈니스학전공,20120703,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,14
AJ1107172,산업공학전공,20120817,2012,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,39
AJ1103328,e-비즈니스학전공,20120718,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,14
AJ1103666,경제학전공,20120607,2009,리더를 위한 논리훈련,2010,송하석,사피엔스21,160 송92리2,4
AJ1103949,전자공학전공,20140514,2009,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,18
AJ1106295,전자공학전공,20141016,2011,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,9
AJ1107665,전자공학전공,20140317,2012,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,9
AJ1106296,전자공학전공,20141117,2011,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,5
AJ1103949,전자공학전공,20140529,2009,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,18
AJ1104788,전자공학전공,20140529,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,8
AJ1106289,전자공학전공,20140915,2011,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,5
AJ1104773,전자공학전공,20140408,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,12
AJ1106295,전자공학전공,20141002,2011,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,9
AJ1107455,전자공학전공,20140324,2012,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,24
AJ1108239,전자공학전공,20140929,2013,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,19
AJ1106131,전자공학전공,20141030,2011,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,3
AJ1106131,전자공학전공,20141113,2011,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,3
AJ1106295,전자공학전공,20140918,2011,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,9
AJ1109131,전자공학전공,20141201,2013,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,22
AJ1107773,전자공학전공,20141027,2012,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,18
AJ1103599,전자공학전공,20131203,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,35
AJ1105560,전자공학전공,20131204,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,16
AJ1104401,전자공학전공,20131029,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,4
AJ1103599,전자공학전공,20131112,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,35
AJ1103599,전자공학전공,20131210,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,35
AJ1100781,전자공학전공,20131016,2007,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,2
AJ1102708,전자공학전공,20130831,2009,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,31
AJ1103599,전자공학전공,20130924,2010,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,35
AJ1102929,전자공학전공,20130401,2009,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,27
AJ1102929,전자공학전공,20130315,2009,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,27
AJ1102929,전자공학전공,20130304,2009,(아날로그와 디지털) 신호해석과 변환,2009,최태영,두양사,621.3822 최883신개,27
AJ1106151,전자공학전공,20140507,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,11
AJ1106151,전자공학전공,20140605,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,11
AJ1102774,전자공학전공,20140331,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,9
AJ1109131,전자공학전공,20141007,2013,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,22
AJ1102201,전자공학전공,20140310,2008,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,18
AJ1107773,전자공학전공,20141004,2012,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,18
AJ1109131,전자공학전공,20141104,2013,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,22
AJ1106296,전자공학전공,20141104,2011,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,5
AJ1104792,전자공학전공,20140313,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,24
AJ1102201,전자공학전공,20140531,2008,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,18
AJ1107454,전자공학전공,20131211,2012,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,23
AJ1102901,전자공학전공,20131206,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,28
AJ1105145,전자공학전공,20131017,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,15
AJ1107454,전자공학전공,20131104,2012,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,23
AJ1105560,전자공학전공,20131101,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,16
AJ1105202,전자공학전공,20131111,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,15
AJ1103945,전자공학전공,20131105,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,33
AJ1102723,전자공학전공,20130512,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,41
AJ1105382,전자공학전공,20131004,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,3
AJ1103945,전자공학전공,20131010,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,33
AJ1103945,전자공학전공,20130926,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,33
AJ1105560,전자공학전공,20131016,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,16
AJ1105560,전자공학전공,20131002,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,16
AJ1102723,전자공학전공,20130529,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,41
AJ1102723,전자공학전공,20130403,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,41
AJ1102723,전자공학전공,20130429,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,41
AJ1102723,전자공학전공,20130612,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,41
AJ1102723,전자공학전공,20130415,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,41
AJ1107359,전자공학전공,20121029,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,26
AJ1107359,전자공학전공,20121127,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,26
AJ1105158,전자공학전공,20130321,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,18
AJ1107359,전자공학전공,20121113,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,26
AJ1105158,전자공학전공,20130308,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,18
AJ1107359,전자공학전공,20121001,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,26
AJ1107359,전자공학전공,20121015,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,26
AJ1107359,전자공학전공,20120919,2010,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,26
AJ1101540,전자공학전공,20120906,2008,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,33
AJ1103313,전자공학전공,20120905,2009,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,12
AJ1101459,전자공학전공,20110806,2008,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,17
AJ1101459,전자공학전공,20110726,2008,(아날로그와 디지털) 신호해석과 변환,2007,최태영,두양사,621.3822 최883신,17
AJ1103518,건축학과,20140512,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,9
AJ1103268,응용화학생명공학전공,20140313,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,12
AJ1103638,미디어학과,20140407,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,27
AJ1103807,경영학전공,20140612,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,40
AJ1103527,행정학전공,20140512,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,25
AJ1107704,건축학과,20140304,2012,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,24
AJ1102986,건축학과,20131010,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,40
AJ1107630,문화콘텐츠학전공,20130604,2012,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,20
AJ1107630,문화콘텐츠학전공,20130608,2012,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,20
AJ1101241,건축공학전공,20130411,2008,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,12
AJ1102986,건축학과,20130319,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,40
AJ1105690,사회학전공,20120501,2011,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,41
AJ1102076,응용화학생명공학전공,20120529,2008,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,32
AJ1101591,건축학과,20110610,2008,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,30
AJ1101743,건축공학전공,20120306,2008,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,39
AJ1101591,건축학과,20110624,2008,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,30
AJ1101516,건축학과,20110408,2008,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,11
AJ1103682,건축학과,20110304,2009,서양 건축 이야기,2004,빌 리제베로,한길아트,720.9 R595stK오,36
AJ1105185,전자공학전공,20140806,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,5
AJ1106786,기계공학과,20141105,2012,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,5
AJ1102348,전자공학전공,20140704,2008,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,16
AJ1110560,기계공학과,20140514,2014,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,2
AJ1103599,전자공학전공,20140705,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,35
AJ1106786,기계공학과,20141010,2012,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,5
AJ1108970,전자공학전공,20131101,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,7
AJ1108169,전자공학전공,20131212,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,2
AJ1108970,전자공학전공,20131109,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,7
AJ1109197,정보컴퓨터공학전공,20130608,2011,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,24
AJ1108981,전자공학전공,20130701,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,10
AJ1105631,전자공학전공,20131011,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,14
AJ1103799,전자공학전공,20131016,2009,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,20
AJ1108239,전자공학전공,20130626,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,19
AJ1108239,전자공학전공,20130706,2013,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,19
AJ1107773,전자공학전공,20120806,2012,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,18
AJ1105886,정보컴퓨터공학전공,20120509,2011,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,5
AJ1107420,정보컴퓨터공학전공,20120607,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,4
AJ1107594,정보컴퓨터공학전공,20120905,2010,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,32
AJ1104906,정보컴퓨터공학전공,20111113,2011,(RobotC로 즐기는) LEGO® MINDSTORMS® NXT,2009,배상용,이지테크,629.892 L516남,15
AJ1100882,산업공학전공,20110405,2007,(K-IFRS) 중급 재무회계,2010,송인만,신영사,657.48 송68중2,3
AJ1103583,경영학전공,20110328,2009,(K-IFRS) 중급 재무회계,2010,송인만,신영사,657.48 송68중2,22
AJ1105687,경제학전공,20140418,2011,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,11
AJ1104882,경영학전공,20141014,2010,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,7
AJ1105687,경제학전공,20140613,2011,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,11
AJ1100869,경영학전공,20140613,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,9
AJ1106380,경영학전공,20141207,2011,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,7
AJ1105906,경제학전공,20141013,2011,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,17
AJ1101280,경영학전공,20141218,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,23
AJ1101280,경영학전공,20141020,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,23
AJ1107585,경영학전공,20131202,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,21
AJ1108036,경영학전공,20131218,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,8
AJ1108036,경영학전공,20131218,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,8
AJ1107585,경영학전공,20131216,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,21
AJ1108001,경영학전공,20131020,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,33
AJ1108035,경영학전공,20131010,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,18
AJ1108001,경영학전공,20131007,2012,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,33
AJ1105312,경영학전공,20121008,2010,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,30
AJ1101271,경영학전공,20120529,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,6
AJ1101281,경영학전공,20110801,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,19
AJ1101281,경영학전공,20110813,2007,(K-IFRS) 중급 재무회계,2011,송인만,신영사,657.48 송68중3,19
AJ1107320,심리학전공,20140619,2012,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4,19
AJ1104882,경영학전공,20141211,2010,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4,7
AJ1106380,경영학전공,20141010,2011,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4,7
AJ1111043,경영학전공,20141202,2012,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4,25
AJ1102655,경영학전공,20140613,2009,(K-IFRS) 중급 재무회계,2012,송인만,신영사,657.48 송68중4,10
